Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method
West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,$60.00 ,700,"$6,300 ",Outlet
West Gear,1128299,1/9/2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,700,"$14,700 ",Outlet
West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,700,"$11,550 ",Outlet
West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,$70.00 ,700,"$4,900 ",Outlet
West Gear,1128299,2/8/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,700,"$9,625 ",Outlet
West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,$65.00 ,700,"$20,475 ",Outlet
Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,$35.00 ,700,"$9,800 ",Outlet
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,$45.00 ,700,"$7,875 ",Outlet
Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,$45.00 ,700,"$12,600 ",Outlet
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,700,"$6,300 ",Outlet
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,700,"$19,250 ",Outlet
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$9,100 ",Outlet
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$14,000 ",Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$9,100 ",Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$9,100 ",Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$14,000 ",Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,700,"$12,250 ",Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,$20.00 ,700,"$4,900 ",Outlet
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,700,"$7,350 ",Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,700,"$18,900 ",Outlet
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$65.00 ,700,"$18,200 ",In-store
West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,$65.00 ,700,"$18,200 ",In-store
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$70.00 ,700,"$12,250 ",In-store
Foot Locker,1185732,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,$40.00 ,700,"$8,400 ",In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,700,"$10,500 ",In-store
Sports Direct,1185732,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,700,"$10,500 ",In-store
Sports Direct,1185732,10/3/2020,Southeast,Florida,Miami,Men's Apparel,$60.00 ,700,"$14,700 ",In-store
Sports Direct,1197831,3/10/2021,Midwest,Montana,Billings,Men's Street Footwear,$20.00 ,700,"$4,900 ",Outlet
Sports Direct,1197831,3/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$30.00 ,700,"$7,350 ",Outlet
Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$60.00 ,700,"$18,900 ",Outlet
Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,$65.00 ,700,"$22,750 ",Outlet
Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,$75.00 ,700,"$13,125 ",Outlet
Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$85.00 ,700,"$11,900 ",Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$70.00 ,700,"$12,250 ",In-store
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$85.00 ,700,"$17,850 ",In-store
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$95.00 ,700,"$19,950 ",In-store
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$80.00 ,700,"$16,800 ",In-store
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,700,"$10,500 ",In-store
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"$14,700 ",In-store
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"$14,700 ",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,700,"$9,625 ",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$90.00 ,700,"$22,050 ",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$40.00 ,700,"$11,200 ",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$40.00 ,700,"$11,200 ",In-store
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Athletic Footwear,$90.00 ,700,"$22,050 ",In-store
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$70.00 ,700,"$19,600 ",Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$85.00 ,700,"$23,800 ",Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$95.00 ,700,"$26,600 ",Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$75.00 ,700,"$21,000 ",Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$45.00 ,700,"$12,600 ",Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,$20.00 ,700,"$4,900 ",Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,700,"$13,475 ",Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$60.00 ,700,"$14,700 ",Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$60.00 ,700,"$14,700 ",Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$65.00 ,700,"$18,200 ",Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,$50.00 ,700,"$12,250 ",Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$35.00 ,700,"$8,575 ",Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,$55.00 ,700,"$13,475 ",Online
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$40.00 ,700,"$8,400 ",Online
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,$50.00 ,700,"$12,250 ",Online
Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$30.00 ,700,"$10,500 ",Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$55.00 ,700,"$19,250 ",Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$45.00 ,700,"$11,025 ",Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$65.00 ,700,"$15,925 ",Online
Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$45.00 ,700,"$15,750 ",Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$35.00 ,700,"$8,575 ",Online
Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Men's Street Footwear,$25.00 ,700,"$7,000 ",Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$70.00 ,700,"$19,600 ",Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$55.00 ,700,"$15,400 ",Online
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,700,"$18,200 ",In-store
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$45.00 ,695,"$7,819 ",Online
Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,675,"$15,188 ",Outlet
West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,675,"$8,775 ",Outlet
West Gear,1128299,2/2/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,675,"$9,281 ",Outlet
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,675,"$12,150 ",Outlet
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,675,"$11,813 ",Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,675,"$22,275 ",Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,675,"$13,500 ",Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,$25.00 ,675,"$5,063 ",Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,$30.00 ,675,"$7,088 ",Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,675,"$9,450 ",Outlet
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,$55.00 ,675,"$14,850 ",Outlet
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,$50.00 ,675,"$18,563 ",Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,675,"$25,988 ",Outlet
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,675,"$14,175 ",In-store
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,675,"$8,775 ",In-store
West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,$75.00 ,675,"$15,188 ",In-store
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,$100.00 ,675,"$13,500 ",In-store
West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,$85.00 ,675,"$14,344 ",In-store
West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$40.00 ,675,"$8,100 ",In-store
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,675,"$12,994 ",In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,675,"$12,994 ",In-store
Kohl's,1189833,1/27/2021,Midwest,Montana,Billings,Men's Street Footwear,$40.00 ,675,"$12,150 ",Outlet
Kohl's,1189833,2/8/2021,Midwest,Montana,Billings,Men's Street Footwear,$45.00 ,675,"$13,669 ",Outlet
Kohl's,1189833,3/4/2021,Midwest,Montana,Billings,Men's Street Footwear,$45.00 ,675,"$13,669 ",Outlet
Kohl's,1189833,3/5/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$50.00 ,675,"$10,125 ",Outlet
Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,Men's Street Footwear,$20.00 ,675,"$5,400 ",Outlet
Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$25.00 ,675,"$6,750 ",Outlet
Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,$50.00 ,675,"$15,188 ",Outlet
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,$55.00 ,675,"$16,706 ",Outlet
Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,$30.00 ,675,"$9,113 ",Outlet
Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,675,"$9,113 ",Outlet
Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$20.00 ,675,"$5,400 ",Outlet
Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$30.00 ,675,"$8,100 ",Outlet
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,$60.00 ,675,"$26,325 ",Outlet
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,$65.00 ,675,"$15,356 ",Outlet
West Gear,1185732,12/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,675,"$12,994 ",In-store
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Apparel,$70.00 ,675,"$23,625 ",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,675,"$9,281 ",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Apparel,$65.00 ,675,"$24,131 ",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,$50.00 ,675,"$18,563 ",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$50.00 ,675,"$16,875 ",In-store
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$30.00 ,675,"$8,100 ",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$25.00 ,675,"$6,750 ",In-store
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,$20.00 ,675,"$4,050 ",Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$30.00 ,675,"$6,075 ",Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,$55.00 ,675,"$14,850 ",Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"$16,200 ",Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,675,"$9,450 ",Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,675,"$9,450 ",Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"$16,200 ",Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,675,"$11,813 ",Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$50.00 ,675,"$13,500 ",Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$55.00 ,675,"$14,850 ",Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$55.00 ,675,"$14,850 ",Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$60.00 ,675,"$16,200 ",Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$35.00 ,675,"$7,088 ",Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$35.00 ,675,"$8,269 ",Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,675,"$4,219 ",Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$45.00 ,675,"$9,113 ",Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$45.00 ,675,"$7,594 ",Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,675,"$6,750 ",Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$35.00 ,675,"$11,813 ",Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$50.00 ,675,"$13,500 ",Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$55.00 ,675,"$14,850 ",Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$45.00 ,675,"$12,150 ",Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$50.00 ,675,"$16,875 ",Online
Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$60.00 ,675,"$16,200 ",Online
Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$70.00 ,675,"$16,538 ",Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Apparel,$70.00 ,675,"$23,625 ",Online
Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Women's Apparel,$60.00 ,675,"$20,250 ",Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$35.00 ,675,"$9,450 ",Online
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Men's Street Footwear,$25.00 ,675,"$6,750 ",Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Apparel,$65.00 ,675,"$21,938 ",Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$35.00 ,675,"$9,450 ",Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,$40.00 ,675,"$10,800 ",Online
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$60.00 ,675,"$16,200 ",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$55.00 ,675,"$12,994 ",Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$55.00 ,675,"$12,994 ",In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$60.00 ,675,"$18,225 ",In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,675,"$17,550 ",In-store
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,675,"$17,550 ",Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$30.00 ,670,"$8,040 ",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,$35.00 ,670,"$9,380 ",In-store
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$40.00 ,670,"$10,720 ",Online
Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,$40.00 ,650,"$13,000 ",Outlet
Walmart,1197831,8/22/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$8,775 ",Outlet
Walmart,1197831,9/2/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,650,"$11,700 ",Outlet
Walmart,1197831,9/3/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$8,775 ",Outlet
Walmart,1197831,10/24/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$8,775 ",Outlet
Walmart,1197831,10/30/2020,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$8,775 ",Outlet
West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,650,"$13,650 ",Outlet
West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$19,013 ",Outlet
West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$19,013 ",Outlet
Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$7,313 ",Outlet
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,650,"$5,850 ",Outlet
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$7,313 ",Outlet
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,650,"$11,700 ",Outlet
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,650,"$8,125 ",Outlet
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$13,000 ",Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,650,"$10,238 ",Outlet
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$8,450 ",Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$11,375 ",Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,650,"$21,450 ",Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$13,000 ",Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$8,450 ",Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$11,375 ",Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,$35.00 ,650,"$6,825 ",Outlet
Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's Street Footwear,$45.00 ,650,"$10,238 ",Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,650,"$16,900 ",Outlet
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$70.00 ,650,"$11,375 ",In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$40.00 ,650,"$7,800 ",In-store
Sports Direct,1197831,3/16/2021,South,Tennessee,Knoxville,Men's Street Footwear,$25.00 ,650,"$5,688 ",Outlet
Sports Direct,1197831,3/22/2021,South,Tennessee,Knoxville,Men's Street Footwear,$30.00 ,650,"$7,800 ",Outlet
Sports Direct,1197831,3/23/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$40.00 ,650,"$10,400 ",Outlet
Sports Direct,1197831,4/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,$40.00 ,650,"$10,400 ",Outlet
Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,$65.00 ,650,"$25,350 ",Outlet
Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,$20.00 ,650,"$5,850 ",Outlet
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$20.00 ,650,"$5,850 ",Outlet
Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,$45.00 ,650,"$13,163 ",Outlet
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,$65.00 ,650,"$14,788 ",Outlet
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,$65.00 ,650,"$14,788 ",Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Apparel,$100.00 ,650,"$26,000 ",Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$85.00 ,650,"$11,050 ",Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Apparel,$95.00 ,650,"$12,350 ",In-store
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,650,"$10,238 ",In-store
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,650,"$5,688 ",In-store
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Apparel,$45.00 ,650,"$14,625 ",In-store
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Apparel,$45.00 ,650,"$14,625 ",In-store
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,650,"$11,375 ",In-store
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Apparel,$70.00 ,650,"$22,750 ",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,650,"$8,938 ",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$65.00 ,650,"$14,788 ",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$80.00 ,650,"$18,200 ",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$90.00 ,650,"$20,475 ",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$70.00 ,650,"$15,925 ",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$50.00 ,650,"$11,375 ",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$55.00 ,650,"$14,300 ",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$55.00 ,650,"$14,300 ",In-store
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$50.00 ,650,"$13,000 ",In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Apparel,$65.00 ,650,"$23,238 ",In-store
Foot Locker,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$45.00 ,650,"$11,700 ",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$30.00 ,650,"$7,800 ",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,$30.00 ,650,"$7,800 ",In-store
West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Athletic Footwear,$65.00 ,650,"$14,788 ",In-store
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Street Footwear,$80.00 ,650,"$18,200 ",In-store
West Gear,1128299,7/23/2021,West,Oregon,Portland,Women's Street Footwear,$90.00 ,650,"$20,475 ",In-store
West Gear,1128299,8/24/2021,West,Oregon,Portland,Women's Street Footwear,$70.00 ,650,"$15,925 ",In-store
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Athletic Footwear,$50.00 ,650,"$11,375 ",In-store
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Apparel,$95.00 ,650,"$27,788 ",Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Street Footwear,$20.00 ,650,"$4,550 ",Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$30.00 ,650,"$6,825 ",Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$65.00 ,650,"$16,900 ",Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$45.00 ,650,"$8,775 ",Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,$55.00 ,650,"$12,513 ",Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$45.00 ,650,"$10,238 ",Online
